Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220968079|gb|EED86435.1|,gi|2438234205|gb|WCI13887.1|,gi|224015254|ref|XP_002297285.1|	predicted protein [Thalassiosira pseudonana CCMP1335],theta carbonic anhydrase 1 [Thalassiosira pseudonana CCMP1335]	0.358	63	0.005	30	30	28
gi|224009147|ref|XP_002293532.1|,gi|220970932|gb|EED89268.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.317	62	0.002	28	28	29
gi|193735617|ref|YP_874543.2|	photosystem II 44 kDa protein (chloroplast) [Thalassiosira pseudonana]	0.305	61	0.003	26	3	30
gi|2050584430|gb|QWM92971.1|,gi|224015772|ref|XP_002297534.1|,gi|220967798|gb|EED86174.1|,gi|116739896|gb|ABK20766.1|	CP43 chlorophyll apoprotein of photosystem II (chloroplast) [Thalassiosira pseudonana],PSBC, photosystem II 44 kDa reaction center protein [Thalassiosira pseudonana CCMP1335],photosystem II chlorophyll A core antenna apoprotein CP43 (chloroplast) [Thalassiosira pseudonana]	0.297	61	0.003	26	3	30
gi|220975793|gb|EED94121.1|,gi|223998024|ref|XP_002288685.1|	14-3-3-like protein [Thalassiosira pseudonana CCMP1335]	0.543	56	0.006	18	18	31
gi|2599405795|pdb|8IWH|c,gi|2599405794|pdb|8IWH|C	Chain c, Photosystem II CP43 reaction center protein,Chain C, Photosystem II CP43 reaction center protein	0.296	56	0.003	23	0	32
gi|224003375|ref|XP_002291359.1|,gi|220973135|gb|EED91466.1|	ascorbate peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.492	55	0.005	23	23	33
gi|329342810|gb|AEB91047.1|	PsbC, partial (chloroplast) [Thalassiosira pseudonana]	0.280	54	0.003	21	0	34
gi|98990421|gb|ABF60279.1|	PSbC, partial [Thalassiosira pseudonana]	0.323	54	0.004	21	0	34
gi|98990385|gb|ABF60261.1|	PSbC, partial [Thalassiosira pseudonana]	0.282	54	0.003	21	0	34
gi|224013245|ref|XP_002295274.1|,gi|220968997|gb|EED87340.1|	hypothetical protein THAPSDRAFT_270138 [Thalassiosira pseudonana CCMP1335]	0.420	51	0.002	23	23	35
gi|2599405797|pdb|8IWH|d,gi|2599405796|pdb|8IWH|D,gi|2050584431|gb|QWM92972.1|,gi|116739895|gb|ABK20765.1|,gi|221222714|sp|A0T0T0.1|PSBD_THAPS,gi|118411148|ref|YP_874542.1|	Chain d, Photosystem II D2 protein,Chain D, Photosystem II D2 protein,D2 reaction center protein of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II reaction center protein D2 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem II D2 protein; Short=PSII D2 protein; AltName: Full=Photosystem Q(A) protein,photosystem II protein D2 (chloroplast) [Thalassiosira pseudonana]	0.179	49	0.004	15	15	36
gi|1346343|sp|P04264|K2C1_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 1 (Cytokeratin 1) (K1) (CK 1) (67 kDa cytokeratin) (Hair alpha protein)	0.390	48	0.002	23	1	37
gi|224000661|ref|XP_002290003.1|,gi|220975211|gb|EED93540.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.292	47	0.003	13	13	38
gi|224008835|ref|XP_002293376.1|,gi|220970776|gb|EED89112.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.522	47	0.007	13	13	39
gi|39794653|gb|AAH63697.1|	(CONTAMINANT) Keratin 1 [Homo sapiens]	0.357	47	0.002	22	0	40
gi|223999217|ref|XP_002289281.1|,gi|220974489|gb|EED92818.1|	phosphoribulokinase [Thalassiosira pseudonana CCMP1335]	0.319	46	0.003	12	12	41
gi|2599405825|pdb|8IWH|v,gi|2599405824|pdb|8IWH|V	Chain v, Cytochrome c-550,Chain V, Cytochrome c-550	0.593	46	0.007	13	13	42
gi|156632585|sp|A0T0N2.1|CY550_THAPS,gi|224015744|ref|XP_002297520.1|,gi|116739847|gb|ABK20717.1|,gi|2050584479|gb|QWM93020.1|,gi|220967784|gb|EED86160.1|,gi|118411100|ref|YP_874494.1|	RecName: Full=Photosystem II extrinsic protein V; Short=PsbV; AltName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor,cytochrome c550, PsbV [Thalassiosira pseudonana CCMP1335],PsbV (chloroplast) [Thalassiosira pseudonana],cytochrome c550 of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II cytochrome c550 (chloroplast) [Thalassiosira pseudonana]	0.589	46	0.007	13	13	42
gi|2873343219|pdb|8ZET|C,gi|2873343183|pdb|8ZEH|C	Chain C, Fucoxanthin chl a/c light-harvesting protein, major type	0.653	45	0.007	22	22	43
gi|209583650|gb|ACI64336.1|,gi|2843533631|pdb|8XLS|4,gi|224011689|ref|XP_002295619.1|	fucoxanthin chl a/c light-harvesting protein, major type [Thalassiosira pseudonana CCMP1335],Chain 4, Fucoxanthin chl a/c light-harvesting protein, major type	0.552	45	0.006	22	22	43
gi|589908182|dbj|BAO52718.1|	delta carbonic anhydrase [Thalassiosira pseudonana CCMP1335]	0.233	45	0.003	24	1	44
gi|2050584531|gb|QWM93072.1|	Hsp70-type chaperone (chloroplast) [Thalassiosira pseudonana]	0.424	44	0.002	25	25	45
gi|118411189|ref|YP_874583.1|,gi|116739936|gb|ABK20806.1|,gi|125991836|sp|A0T0X1.1|DNAK_THAPS	heat shock protein 70 (chloroplast) [Thalassiosira pseudonana],Hsp70-type chaperone (chloroplast) [Thalassiosira pseudonana],RecName: Full=Chaperone protein dnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70	0.424	44	0.002	25	25	45
gi|223997788|ref|XP_002288567.1|,gi|220975675|gb|EED94003.1|	heat shock protein/chaperone [Thalassiosira pseudonana CCMP1335]	0.365	44	0.002	18	16	46
gi|224000918|ref|XP_002290131.1|,gi|220973553|gb|EED91883.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.264	44	0.004	23	0	47
gi|220975222|gb|EED93551.1|,gi|224000683|ref|XP_002290014.1|	ferredoxin--NADP+ reductase [Thalassiosira pseudonana CCMP1335]	0.382	43	0.003	23	11	48
gi|220967888|gb|EED86258.1|,gi|224015580|ref|XP_002297441.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.601	42	0.005	19	18	49
gi|224015441|ref|XP_002297375.1|,gi|220967975|gb|EED86338.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.327	41	0.004	8	7	50
gi|220975991|gb|EED94319.1|,gi|223998420|ref|XP_002288883.1|	probable S-adenosylmethionine synthetase [Thalassiosira pseudonana CCMP1335]	0.312	39	0.002	21	21	51
gi|224005467|ref|XP_002291694.1|,gi|220972213|gb|EED90545.1|	mitochondrial ATPase, inner membrane [Thalassiosira pseudonana CCMP1335]	0.352	38	0.002	18	16	52
gi|209586202|gb|ACI64887.1|,gi|224004326|ref|XP_002295814.1|,gi|220975304|gb|EED93632.1|,gi|224009752|ref|XP_002293834.1|,gi|224008100|ref|XP_002293009.1|,gi|220970506|gb|EED88843.1|,gi|209585756|gb|ACI64441.1|,gi|220971135|gb|EED89470.1|,gi|224005038|ref|XP_002296170.1|,gi|223997046|ref|XP_002288196.1|,gi|224004146|ref|XP_002295724.1|,gi|209585846|gb|ACI64531.1|	histone H4 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.476	37	0.009	15	15	53
gi|220974850|gb|EED93179.1|,gi|223999939|ref|XP_002289642.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.359	36	0.005	21	21	54
gi|224013212|ref|XP_002295258.1|,gi|220969220|gb|EED87562.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.359	35	0.004	11	11	55
gi|224013064|ref|XP_002295184.1|,gi|220969146|gb|EED87488.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.359	35	0.004	11	11	55
gi|327258980|gb|AEA41995.1|	ribulose-1,5-biphosphate carboxylase/oxygenase small subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.548	35	0.007	27	0	56
gi|220972174|gb|EED90507.1|,gi|224007144|ref|XP_002292532.1|	hypothetical protein THAPSDRAFT_24060 [Thalassiosira pseudonana CCMP1335]	0.335	33	0.002	22	4	57
gi|220972175|gb|EED90508.1|,gi|224007146|ref|XP_002292533.1|	hypothetical protein THAPSDRAFT_269459 [Thalassiosira pseudonana CCMP1335]	0.331	33	0.002	21	3	58
gi|2438243983|gb|WCI13889.1|,gi|220968077|gb|EED86433.1|,gi|224015250|ref|XP_002297283.1|	theta carbonic anhydrase 3 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.438	33	0.003	21	21	59
gi|220977932|gb|EED96258.1|,gi|223993867|ref|XP_002286617.1|	hypothetical protein THAPSDRAFT_267952 [Thalassiosira pseudonana CCMP1335]	0.273	32	9.97e-4	18	18	60
gi|223994191|ref|XP_002286779.1|,gi|220978094|gb|EED96420.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.514	32	0.005	14	14	61
gi|223995629|ref|XP_002287488.1|,gi|220976604|gb|EED94931.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.311	32	0.004	14	14	62
gi|224009610|ref|XP_002293763.1|,gi|220970435|gb|EED88772.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.314	32	0.003	15	15	63
gi|224010722|ref|XP_002294318.1|,gi|220969813|gb|EED88152.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.607	32	0.005	9	9	64
gi|21961605|gb|AAH34697.1|	(CONTAMINANT) Keratin 10 [Homo sapiens]	0.344	31	0.001	23	23	65
gi|2050584442|gb|QWM92983.1|,gi|224015774|ref|XP_002297535.1|,gi|193805981|sp|A0T0R9.1|CYF_THAPS,gi|220967799|gb|EED86175.1|,gi|116739884|gb|ABK20754.1|,gi|118411137|ref|YP_874531.1|	apocytochrome f of cytochrome b6/f complex (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Cytochrome f; Flags: Precursor,cytochrome f (chloroplast) [Thalassiosira pseudonana]	0.465	30	0.002	9	9	66
gi|220971597|gb|EED89931.1|,gi|224007551|ref|XP_002292735.1|	hypothetical protein THAPSDRAFT_24248 [Thalassiosira pseudonana CCMP1335]	0.161	30	4.94e-4	17	17	67
gi|223997748|ref|XP_002288547.1|,gi|220975655|gb|EED93983.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.414	30	0.002	13	12	68
gi|224007941|ref|XP_002292930.1|,gi|220971792|gb|EED90126.1|	clathrin heavy chain [Thalassiosira pseudonana CCMP1335]	0.193	30	4.41e-4	20	20	69
gi|224009442|ref|XP_002293679.1|,gi|2599405802|pdb|8IWH|G,gi|220970351|gb|EED88688.1|,gi|2599405803|pdb|8IWH|g	hypothetical protein THAPSDRAFT_24769 [Thalassiosira pseudonana CCMP1335],Chain G, Photosystem II Psb31 protein domain-containing protein,Chain g, Photosystem II Psb31 protein domain-containing protein	0.335	30	0.004	9	9	70
gi|224010828|ref|XP_002294371.1|,gi|220969866|gb|EED88205.1|	pyruvate carboxylase-like protein [Thalassiosira pseudonana CCMP1335]	0.260	30	6.56e-4	15	15	71
gi|116739911|gb|ABK20781.1|,gi|118411164|ref|YP_874558.1|,gi|220967790|gb|EED86166.1|,gi|224015756|ref|XP_002297526.1|,gi|2050584415|gb|QWM92956.1|	Rubisco expression protein (chloroplast) [Thalassiosira pseudonana],CbbX (chloroplast) [Thalassiosira pseudonana],rubisco expression protein, plastid protein [Thalassiosira pseudonana CCMP1335],rubisco expression protein (chloroplast) [Thalassiosira pseudonana]	0.334	29	0.003	15	15	72
gi|2050584462|gb|QWM93003.1|	subunit IV of photosystem I (chloroplast) [Thalassiosira pseudonana]	0.761	29	0.011	10	3	73
gi|118411117|ref|YP_874511.1|,gi|2843533620|pdb|8XLS|E,gi|116739864|gb|ABK20734.1|	photosystem I subunit IV (chloroplast) [Thalassiosira pseudonana],Chain E, Photosystem I reaction center subunit IV,photosystem I reaction center subunit IV (chloroplast) [Thalassiosira pseudonana]	0.785	29	0.011	10	3	73
gi|220967807|gb|EED86183.1|,gi|224015790|ref|XP_002297543.1|	PSAE, photosystem I reaction center subunit, partial [Thalassiosira pseudonana CCMP1335]	0.810	29	0.012	10	3	73
gi|2599405841|pdb|8IWH|Q,gi|223993775|ref|XP_002286571.1|,gi|2599405842|pdb|8IWH|q,gi|220977886|gb|EED96212.1|	Chain Q, Photosystem II subunit, PsbQ.,predicted protein [Thalassiosira pseudonana CCMP1335],Chain q, Photosystem II subunit, PsbQ.	0.502	29	0.003	15	15	74
gi|220973702|gb|EED92032.1|,gi|224001216|ref|XP_002290280.1|	fucoxanthin chlorophyll a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.273	28	0.003	16	3	75
gi|220975699|gb|EED94027.1|,gi|223997836|ref|XP_002288591.1|	eucarytic translation initiation factor 5A [Thalassiosira pseudonana CCMP1335]	0.176	28	0.004	10	10	76
gi|223994177|ref|XP_002286772.1|,gi|220978087|gb|EED96413.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.513	28	0.004	9	9	77
gi|223998931|ref|XP_002289138.1|,gi|220974346|gb|EED92675.1|	ATP synthase [Thalassiosira pseudonana CCMP1335]	0.297	28	0.002	11	11	78
gi|223999069|ref|XP_002289207.1|,gi|220974415|gb|EED92744.1|	ABC cassette-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.252	28	7.57e-4	17	17	79
gi|224000914|ref|XP_002290129.1|,gi|220973551|gb|EED91881.1|	glyceraldehyde 3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.375	28	0.002	15	9	80
gi|224011607|ref|XP_002295578.1|,gi|2599405836|pdb|8IWH|7,gi|209583609|gb|ACI64295.1|,gi|2599405843|pdb|8IWH|0	fucoxanthin chlorophyll a/c protein -LI818 clade [Thalassiosira pseudonana CCMP1335],Chain 7, Fucoxanthin chlorophyll a/c protein-LI818 clade,Chain 0, Fucoxanthin chlorophyll a/c protein-LI818 clade	0.211	27	0.003	10	10	81
gi|223995893|ref|XP_002287620.1|,gi|220976736|gb|EED95063.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.218	26	0.003	17	5	82
gi|224011910|ref|XP_002294608.1|,gi|220969628|gb|EED87968.1|	fucoxanthin chlorophyll a/c protein 5 [Thalassiosira pseudonana CCMP1335]	0.480	26	0.003	15	13	83
gi|2599405835|pdb|8IWH|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.482	26	0.003	15	13	83
gi|2599405857|pdb|8J0D|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.571	26	0.004	15	13	83
gi|224012725|ref|XP_002295015.1|,gi|220969454|gb|EED87795.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.248	26	0.003	9	4	84
gi|4093213|gb|AAC99783.1|	ribulose-1,5-carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.420	26	0.004	14	6	85
gi|220969257|gb|EED87598.1|,gi|224012331|ref|XP_002294818.1|	ascorbate peroxidase [Thalassiosira pseudonana CCMP1335]	0.468	25	0.002	10	10	86
gi|220972894|gb|EED91225.1|,gi|224002893|ref|XP_002291118.1|	HSP90 family member [Thalassiosira pseudonana CCMP1335]	0.207	25	8.95e-4	14	11	87
gi|224009237|ref|XP_002293577.1|,gi|220970977|gb|EED89313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.456	25	0.003	11	11	88
gi|2599405855|pdb|8J0D|4	Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.429	25	0.004	13	13	89
gi|220977139|gb|EED95466.1|,gi|2599405833|pdb|8IWH|4,gi|223996699|ref|XP_002288023.1|	fucoxanthin-chlorophyll a-c binding protein, plastid precursor [Thalassiosira pseudonana CCMP1335],Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.357	25	0.003	13	13	89
gi|220970292|gb|EED88630.1|,gi|224010635|ref|XP_002294275.1|	hypothetical protein THAPSDRAFT_10234 [Thalassiosira pseudonana CCMP1335]	0.312	24	0.001	12	12	90
gi|224007998|ref|XP_002292958.1|,gi|220971084|gb|EED89419.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	24	0.002	8	8	91
gi|220971171|gb|EED89506.1|,gi|224008172|ref|XP_002293045.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.540	23	0.002	15	15	92
gi|220972945|gb|EED91276.1|,gi|224002995|ref|XP_002291169.1|	translation factor tu domain 2 [Thalassiosira pseudonana CCMP1335]	0.165	23	6.96e-4	14	14	93
gi|224011888|ref|XP_002294597.1|,gi|220969617|gb|EED87957.1|	hypothetical protein THAPSDRAFT_25629 [Thalassiosira pseudonana CCMP1335]	0.277	23	7.36e-4	13	13	94
gi|2050584500|gb|QWM93041.1|,gi|116739967|gb|ABK20837.1|,gi|118411220|ref|YP_874614.1|	ATP-binding subunit of Clp protease (chloroplast) [Thalassiosira pseudonana],ATP-dependent clp protease ATP-binding subunit (chloroplast) [Thalassiosira pseudonana],Clp protease ATP binding subunit (chloroplast) [Thalassiosira pseudonana]	0.152	22	6.15e-4	15	15	95
gi|224011563|ref|XP_002295556.1|,gi|209583587|gb|ACI64273.1|	mitochondrial chaperonin [Thalassiosira pseudonana CCMP1335]	0.330	22	9.98e-4	14	14	96
gi|2873343190|pdb|8ZEH|K	Chain K, Fucoxanthin chlorophyll a/c light-harvesting protein	0.335	22	0.003	13	0	97
gi|2873343195|pdb|8ZEH|e,gi|2873343210|pdb|8ZET|e	Chain e, Photosystem I reaction center subunit IV	0.806	22	0.009	7	0	98
gi|118411168|ref|YP_874562.1|,gi|2843533621|pdb|8XLS|F,gi|2050584411|gb|QWM92952.1|,gi|116739915|gb|ABK20785.1|	photosystem I subunit III (chloroplast) [Thalassiosira pseudonana],Chain F, Photosystem I reaction center subunit III,subunit III of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I protein F (chloroplast) [Thalassiosira pseudonana]	0.378	21	0.003	6	6	99
gi|2873343196|pdb|8ZEH|f,gi|2873343211|pdb|8ZET|f	Chain f, Photosystem I reaction center subunit III	0.438	21	0.003	6	6	99
