Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|223995033|ref|XP_002287200.1|,gi|220976316|gb|EED94643.1|	transketolase [Thalassiosira pseudonana CCMP1335]	0.389	141	0.005	47	47	9
gi|224007705|ref|XP_002292812.1|,gi|220971674|gb|EED90008.1|	translation elongation factor alpha [Thalassiosira pseudonana CCMP1335]	0.377	137	0.007	53	53	10
gi|2742384286|pdb|8JP3|A,gi|2742384287|pdb|8JP3|B,gi|2742384288|pdb|8JP3|C	Chain A, Fucoxanthin chlorophyll a/c protein 8,Chain B, Fucoxanthin chlorophyll a/c protein 8,Chain C, Fucoxanthin chlorophyll a/c protein 8	0.322	137	0.019	17	0	11
gi|1778747|gb|AAB40915.1|	fucoxanthin-chlorophyll a/c light-harvesting protein, partial [Thalassiosira pseudonana]	0.446	137	0.026	17	0	11
gi|1693116229|gb|QDF45210.1|	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.356	133	0.019	19	0	12
gi|220972037|gb|EED90370.1|,gi|224006870|ref|XP_002292395.1|	hypothetical protein THAPSDRAFT_7881 [Thalassiosira pseudonana CCMP1335]	0.670	125	0.010	25	2	13
gi|224015796|ref|XP_002297546.1|,gi|220967810|gb|EED86186.1|,gi|116739859|gb|ABK20729.1|,gi|2050584467|gb|QWM93008.1|,gi|118411112|ref|YP_874506.1|,gi|125987716|sp|A0T0P4.1|ATPA_THAPS	ATP synthase alpha chain, thylakoid ATPase, plastid protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF1 alpha chain (chloroplast) [Thalassiosira pseudonana],CF1 alpha subunit of ATP synthase (chloroplast) [Thalassiosira pseudonana],ATP synthase CF1 alpha subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit alpha, chloroplastic; AltName: Full=ATP synthase F1 sector subunit alpha; AltName: Full=F-ATPase subunit alpha	0.338	125	0.006	28	27	14
gi|224013339|ref|XP_002295321.1|,gi|220969044|gb|EED87387.1|	ferredoxin-nadp reductase [Thalassiosira pseudonana CCMP1335]	0.363	123	0.009	39	23	15
gi|224006446|ref|XP_002292183.1|,gi|220971825|gb|EED90158.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.648	122	0.010	22	2	16
gi|224005154|ref|XP_002296228.1|,gi|209586260|gb|ACI64945.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.497	111	0.006	35	30	17
gi|2599405819|pdb|8IWH|o,gi|2599405818|pdb|8IWH|O,gi|224003107|ref|XP_002291225.1|,gi|220973001|gb|EED91332.1|	Chain o, Oxygen-evolving enhancer protein 1,Chain O, Oxygen-evolving enhancer protein 1,oxygen-evolving enhancer protein 1 precursor [Thalassiosira pseudonana CCMP1335]	0.597	109	0.009	28	28	18
gi|2414125445|gb|WAS08306.1|	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (chloroplast) [Thalassiosira pseudonana]	0.447	104	0.009	46	0	19
gi|223993043|ref|XP_002286205.1|,gi|220977520|gb|EED95846.1|	glyceraldehyde-3-phosphate dehydrogenase precursor, partial [Thalassiosira pseudonana CCMP1335]	0.493	93	0.006	43	43	20
gi|224004780|ref|XP_002296041.1|,gi|209586073|gb|ACI64758.1|	F-type H-ATPase beta subunit [Thalassiosira pseudonana CCMP1335]	0.476	83	0.004	31	29	21
gi|224003673|ref|XP_002291508.1|,gi|220973284|gb|EED91615.1|	heat shock protein 70 [Thalassiosira pseudonana CCMP1335]	0.299	80	0.003	30	30	22
gi|2599405825|pdb|8IWH|v,gi|2599405824|pdb|8IWH|V	Chain v, Cytochrome c-550,Chain V, Cytochrome c-550	0.537	75	0.011	11	11	23
gi|156632585|sp|A0T0N2.1|CY550_THAPS,gi|224015744|ref|XP_002297520.1|,gi|116739847|gb|ABK20717.1|,gi|2050584479|gb|QWM93020.1|,gi|220967784|gb|EED86160.1|,gi|118411100|ref|YP_874494.1|	RecName: Full=Photosystem II extrinsic protein V; Short=PsbV; AltName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor,cytochrome c550, PsbV [Thalassiosira pseudonana CCMP1335],PsbV (chloroplast) [Thalassiosira pseudonana],cytochrome c550 of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II cytochrome c550 (chloroplast) [Thalassiosira pseudonana]	0.534	75	0.011	11	11	23
gi|224003375|ref|XP_002291359.1|,gi|220973135|gb|EED91466.1|	ascorbate peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.498	72	0.006	22	22	24
gi|224013245|ref|XP_002295274.1|,gi|220968997|gb|EED87340.1|	hypothetical protein THAPSDRAFT_270138 [Thalassiosira pseudonana CCMP1335]	0.447	70	0.003	27	27	25
gi|220972727|gb|EED91058.1|,gi|220973118|gb|EED91449.1|,gi|224002559|ref|XP_002290951.1|,gi|224003341|ref|XP_002291342.1|	hypothetical protein THAPSDRAFT_28496 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.389	69	0.004	41	41	26
gi|116739850|gb|ABK20720.1|,gi|118411103|ref|YP_874497.1|	ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit (chloroplast) [Thalassiosira pseudonana]	0.691	68	0.012	44	2	27
gi|2599405797|pdb|8IWH|d,gi|2599405796|pdb|8IWH|D,gi|2050584431|gb|QWM92972.1|,gi|116739895|gb|ABK20765.1|,gi|221222714|sp|A0T0T0.1|PSBD_THAPS,gi|118411148|ref|YP_874542.1|	Chain d, Photosystem II D2 protein,Chain D, Photosystem II D2 protein,D2 reaction center protein of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II reaction center protein D2 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem II D2 protein; Short=PSII D2 protein; AltName: Full=Photosystem Q(A) protein,photosystem II protein D2 (chloroplast) [Thalassiosira pseudonana]	0.205	67	0.005	19	19	28
gi|2050584476|gb|QWM93017.1|	small subunit Rubisco (chloroplast) [Thalassiosira pseudonana]	0.686	64	0.011	44	2	29
gi|224000661|ref|XP_002290003.1|,gi|220975211|gb|EED93540.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.370	60	0.004	17	17	30
gi|220968079|gb|EED86435.1|,gi|2438234205|gb|WCI13887.1|,gi|224015254|ref|XP_002297285.1|	predicted protein [Thalassiosira pseudonana CCMP1335],theta carbonic anhydrase 1 [Thalassiosira pseudonana CCMP1335]	0.281	59	0.005	25	23	31
gi|589908182|dbj|BAO52718.1|	delta carbonic anhydrase [Thalassiosira pseudonana CCMP1335]	0.271	56	0.004	37	1	32
gi|224000918|ref|XP_002290131.1|,gi|220973553|gb|EED91883.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.312	55	0.005	36	0	33
gi|193735617|ref|YP_874543.2|	photosystem II 44 kDa protein (chloroplast) [Thalassiosira pseudonana]	0.336	54	0.003	26	3	34
gi|220972174|gb|EED90507.1|,gi|224007144|ref|XP_002292532.1|	hypothetical protein THAPSDRAFT_24060 [Thalassiosira pseudonana CCMP1335]	0.405	54	0.003	26	6	35
gi|125991846|sp|A0T100.1|EFTU_THAPS,gi|116739965|gb|ABK20835.1|,gi|118411218|ref|YP_874612.1|,gi|2050584502|gb|QWM93043.1|	RecName: Full=Elongation factor Tu, chloroplastic; Short=EF-Tu,translation elongation factor Tu (chloroplast) [Thalassiosira pseudonana],elongation factor Tu (chloroplast) [Thalassiosira pseudonana],translational elongation factor Tu (chloroplast) [Thalassiosira pseudonana]	0.482	53	0.003	26	23	36
gi|224009147|ref|XP_002293532.1|,gi|220970932|gb|EED89268.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.308	52	0.002	26	26	37
gi|2050584430|gb|QWM92971.1|,gi|224015772|ref|XP_002297534.1|,gi|220967798|gb|EED86174.1|,gi|116739896|gb|ABK20766.1|	CP43 chlorophyll apoprotein of photosystem II (chloroplast) [Thalassiosira pseudonana],PSBC, photosystem II 44 kDa reaction center protein [Thalassiosira pseudonana CCMP1335],photosystem II chlorophyll A core antenna apoprotein CP43 (chloroplast) [Thalassiosira pseudonana]	0.333	50	0.003	24	1	38
gi|2599405795|pdb|8IWH|c,gi|2599405794|pdb|8IWH|C	Chain c, Photosystem II CP43 reaction center protein,Chain C, Photosystem II CP43 reaction center protein	0.334	50	0.003	24	1	38
gi|224013212|ref|XP_002295258.1|,gi|220969220|gb|EED87562.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.359	49	0.006	16	16	39
gi|224013064|ref|XP_002295184.1|,gi|220969146|gb|EED87488.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.359	49	0.006	16	16	39
gi|220972175|gb|EED90508.1|,gi|224007146|ref|XP_002292533.1|	hypothetical protein THAPSDRAFT_269459 [Thalassiosira pseudonana CCMP1335]	0.361	48	0.003	22	2	40
gi|220977139|gb|EED95466.1|,gi|2599405833|pdb|8IWH|4,gi|223996699|ref|XP_002288023.1|	fucoxanthin-chlorophyll a-c binding protein, plastid precursor [Thalassiosira pseudonana CCMP1335],Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.490	47	0.006	18	1	41
gi|2599405855|pdb|8J0D|4	Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.429	46	0.007	17	0	42
gi|329342810|gb|AEB91047.1|	PsbC, partial (chloroplast) [Thalassiosira pseudonana]	0.277	46	0.003	21	0	43
gi|98990421|gb|ABF60279.1|	PSbC, partial [Thalassiosira pseudonana]	0.320	46	0.003	21	0	43
gi|98990385|gb|ABF60261.1|	PSbC, partial [Thalassiosira pseudonana]	0.280	46	0.003	21	0	43
gi|223997748|ref|XP_002288547.1|,gi|220975655|gb|EED93983.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.419	44	0.003	17	16	44
gi|224011910|ref|XP_002294608.1|,gi|220969628|gb|EED87968.1|	fucoxanthin chlorophyll a/c protein 5 [Thalassiosira pseudonana CCMP1335]	0.510	44	0.005	22	19	45
gi|2599405835|pdb|8IWH|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.513	44	0.005	22	19	45
gi|2599405857|pdb|8J0D|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.607	44	0.006	22	19	45
gi|224015441|ref|XP_002297375.1|,gi|220967975|gb|EED86338.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.408	44	0.004	9	9	46
gi|209586115|gb|ACI64800.1|,gi|224004864|ref|XP_002296083.1|	acetyl-coa carboxylase [Thalassiosira pseudonana CCMP1335]	0.212	43	5.07e-4	26	26	47
gi|21961605|gb|AAH34697.1|	(CONTAMINANT) Keratin 10 [Homo sapiens]	0.421	43	0.002	28	28	48
gi|220975222|gb|EED93551.1|,gi|224000683|ref|XP_002290014.1|	ferredoxin--NADP+ reductase [Thalassiosira pseudonana CCMP1335]	0.263	43	0.003	20	4	49
gi|223994191|ref|XP_002286779.1|,gi|220978094|gb|EED96420.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.514	43	0.007	21	21	50
gi|223999217|ref|XP_002289281.1|,gi|220974489|gb|EED92818.1|	phosphoribulokinase [Thalassiosira pseudonana CCMP1335]	0.170	43	0.003	10	10	51
gi|223997788|ref|XP_002288567.1|,gi|220975675|gb|EED94003.1|	heat shock protein/chaperone [Thalassiosira pseudonana CCMP1335]	0.377	42	0.002	28	27	52
gi|39794653|gb|AAH63697.1|	(CONTAMINANT) Keratin 1 [Homo sapiens]	0.352	41	0.002	19	1	53
gi|220967888|gb|EED86258.1|,gi|224015580|ref|XP_002297441.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.591	40	0.005	24	24	54
gi|1346343|sp|P04264|K2C1_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 1 (Cytokeratin 1) (K1) (CK 1) (67 kDa cytokeratin) (Hair alpha protein)	0.320	39	0.001	18	0	55
gi|2050584531|gb|QWM93072.1|	Hsp70-type chaperone (chloroplast) [Thalassiosira pseudonana]	0.332	39	0.002	21	20	56
gi|118411189|ref|YP_874583.1|,gi|116739936|gb|ABK20806.1|,gi|125991836|sp|A0T0X1.1|DNAK_THAPS	heat shock protein 70 (chloroplast) [Thalassiosira pseudonana],Hsp70-type chaperone (chloroplast) [Thalassiosira pseudonana],RecName: Full=Chaperone protein dnaK; AltName: Full=HSP70; AltName: Full=Heat shock 70 kDa protein; AltName: Full=Heat shock protein 70	0.332	39	0.002	21	20	56
gi|220975991|gb|EED94319.1|,gi|223998420|ref|XP_002288883.1|	probable S-adenosylmethionine synthetase [Thalassiosira pseudonana CCMP1335]	0.333	35	0.002	20	20	57
gi|223998931|ref|XP_002289138.1|,gi|220974346|gb|EED92675.1|	ATP synthase [Thalassiosira pseudonana CCMP1335]	0.259	35	0.002	8	8	58
gi|2873343219|pdb|8ZET|C,gi|2873343183|pdb|8ZEH|C	Chain C, Fucoxanthin chl a/c light-harvesting protein, major type	0.529	35	0.005	23	23	59
gi|209583650|gb|ACI64336.1|,gi|2843533631|pdb|8XLS|4,gi|224011689|ref|XP_002295619.1|	fucoxanthin chl a/c light-harvesting protein, major type [Thalassiosira pseudonana CCMP1335],Chain 4, Fucoxanthin chl a/c light-harvesting protein, major type	0.448	35	0.004	23	23	59
gi|220974850|gb|EED93179.1|,gi|223999939|ref|XP_002289642.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.288	33	0.004	13	13	60
gi|220975793|gb|EED94121.1|,gi|223998024|ref|XP_002288685.1|	14-3-3-like protein [Thalassiosira pseudonana CCMP1335]	0.336	33	0.003	9	9	61
gi|2050584442|gb|QWM92983.1|,gi|224015774|ref|XP_002297535.1|,gi|193805981|sp|A0T0R9.1|CYF_THAPS,gi|220967799|gb|EED86175.1|,gi|116739884|gb|ABK20754.1|,gi|118411137|ref|YP_874531.1|	apocytochrome f of cytochrome b6/f complex (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Cytochrome f; Flags: Precursor,cytochrome f (chloroplast) [Thalassiosira pseudonana]	0.465	32	0.003	10	10	62
gi|223994177|ref|XP_002286772.1|,gi|220978087|gb|EED96413.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.513	32	0.004	14	14	63
gi|223995893|ref|XP_002287620.1|,gi|220976736|gb|EED95063.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.229	32	0.003	19	6	64
gi|224000914|ref|XP_002290129.1|,gi|220973551|gb|EED91881.1|	glyceraldehyde 3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.426	32	0.002	17	11	65
gi|220978061|gb|EED96387.1|,gi|223994125|ref|XP_002286746.1|	hypothetical protein THAPSDRAFT_1326 [Thalassiosira pseudonana CCMP1335]	0.350	31	0.002	21	21	66
gi|224005467|ref|XP_002291694.1|,gi|220972213|gb|EED90545.1|	mitochondrial ATPase, inner membrane [Thalassiosira pseudonana CCMP1335]	0.264	31	0.001	12	11	67
gi|224011607|ref|XP_002295578.1|,gi|2599405836|pdb|8IWH|7,gi|209583609|gb|ACI64295.1|,gi|2599405843|pdb|8IWH|0	fucoxanthin chlorophyll a/c protein -LI818 clade [Thalassiosira pseudonana CCMP1335],Chain 7, Fucoxanthin chlorophyll a/c protein-LI818 clade,Chain 0, Fucoxanthin chlorophyll a/c protein-LI818 clade	0.261	31	0.004	13	13	68
gi|220969356|gb|EED87697.1|,gi|224012529|ref|XP_002294917.1|	actin-like protein [Thalassiosira pseudonana CCMP1335]	0.318	30	0.002	14	14	69
gi|220975699|gb|EED94027.1|,gi|223997836|ref|XP_002288591.1|	eucarytic translation initiation factor 5A [Thalassiosira pseudonana CCMP1335]	0.289	29	0.004	11	11	70
gi|327258980|gb|AEA41995.1|	ribulose-1,5-biphosphate carboxylase/oxygenase small subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.548	29	0.006	18	0	71
gi|223995629|ref|XP_002287488.1|,gi|220976604|gb|EED94931.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.311	28	0.003	11	11	72
gi|118411168|ref|YP_874562.1|,gi|2843533621|pdb|8XLS|F,gi|2050584411|gb|QWM92952.1|,gi|116739915|gb|ABK20785.1|	photosystem I subunit III (chloroplast) [Thalassiosira pseudonana],Chain F, Photosystem I reaction center subunit III,subunit III of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I protein F (chloroplast) [Thalassiosira pseudonana]	0.324	27	0.004	7	7	73
gi|2873343196|pdb|8ZEH|f,gi|2873343211|pdb|8ZET|f	Chain f, Photosystem I reaction center subunit III	0.375	27	0.004	7	7	73
gi|220967787|gb|EED86163.1|,gi|224015750|ref|XP_002297523.1|	PSAF, photosystem I reaction center subunit, partial [Thalassiosira pseudonana CCMP1335]	0.355	27	0.004	7	7	73
gi|220969257|gb|EED87598.1|,gi|224012331|ref|XP_002294818.1|	ascorbate peroxidase [Thalassiosira pseudonana CCMP1335]	0.532	27	0.002	12	12	74
gi|224008835|ref|XP_002293376.1|,gi|220970776|gb|EED89112.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.522	27	0.004	16	16	75
gi|2873343215|pdb|8ZET|l,gi|2873343200|pdb|8ZEH|l	Chain l, Photosystem I reaction center subunit XI	0.185	27	0.005	1	1	76
gi|116739910|gb|ABK20780.1|,gi|125964704|sp|A0T0U5.1|PSAL_THAPS,gi|2050584416|gb|QWM92957.1|,gi|2843533624|pdb|8XLS|L,gi|220967791|gb|EED86167.1|,gi|118411163|ref|YP_874557.1|,gi|224015758|ref|XP_002297527.1|	photosystem I protein L (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I reaction center subunit XI; AltName: Full=PSI subunit V; AltName: Full=PSI-L,subunit XI of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain L, Photosystem I reaction center subunit XI,predicted protein [Thalassiosira pseudonana CCMP1335],photosystem I subunit XI (chloroplast) [Thalassiosira pseudonana]	0.182	27	0.004	1	1	76
gi|220969384|gb|EED87725.1|,gi|224012585|ref|XP_002294945.1|	hypothetical protein THAPSDRAFT_26051 [Thalassiosira pseudonana CCMP1335]	0.226	26	0.002	13	13	77
gi|224007941|ref|XP_002292930.1|,gi|220971792|gb|EED90126.1|	clathrin heavy chain [Thalassiosira pseudonana CCMP1335]	0.095	26	3.73e-4	14	14	78
gi|224011563|ref|XP_002295556.1|,gi|209583587|gb|ACI64273.1|	mitochondrial chaperonin [Thalassiosira pseudonana CCMP1335]	0.248	26	0.001	14	14	79
gi|118411153|ref|YP_874547.1|,gi|224015766|ref|XP_002297531.1|,gi|2050584426|gb|QWM92967.1|,gi|2843533619|pdb|8XLS|D,gi|220967795|gb|EED86171.1|,gi|116739900|gb|ABK20770.1|	photosystem I subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],subunit II of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain D, Photosystem I reaction center subunit II,photosystem I ferredoxin-binding protein (chloroplast) [Thalassiosira pseudonana]	0.424	25	0.004	15	10	80
gi|220972945|gb|EED91276.1|,gi|224002995|ref|XP_002291169.1|	translation factor tu domain 2 [Thalassiosira pseudonana CCMP1335]	0.166	25	7.37e-4	11	11	81
gi|220973702|gb|EED92032.1|,gi|224001216|ref|XP_002290280.1|	fucoxanthin chlorophyll a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.218	25	0.003	16	6	82
gi|223999069|ref|XP_002289207.1|,gi|220974415|gb|EED92744.1|	ABC cassette-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.226	24	6.32e-4	14	14	83
gi|224007998|ref|XP_002292958.1|,gi|220971084|gb|EED89419.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.189	24	0.002	6	6	84
gi|2599405841|pdb|8IWH|Q,gi|223993775|ref|XP_002286571.1|,gi|2599405842|pdb|8IWH|q,gi|220977886|gb|EED96212.1|	Chain Q, Photosystem II subunit, PsbQ.,predicted protein [Thalassiosira pseudonana CCMP1335],Chain q, Photosystem II subunit, PsbQ.	0.450	24	0.003	14	14	85
gi|2050584462|gb|QWM93003.1|	subunit IV of photosystem I (chloroplast) [Thalassiosira pseudonana]	0.761	23	0.008	5	1	86
gi|118411117|ref|YP_874511.1|,gi|2843533620|pdb|8XLS|E,gi|116739864|gb|ABK20734.1|	photosystem I subunit IV (chloroplast) [Thalassiosira pseudonana],Chain E, Photosystem I reaction center subunit IV,photosystem I reaction center subunit IV (chloroplast) [Thalassiosira pseudonana]	0.785	23	0.009	5	1	86
gi|220967807|gb|EED86183.1|,gi|224015790|ref|XP_002297543.1|	PSAE, photosystem I reaction center subunit, partial [Thalassiosira pseudonana CCMP1335]	0.810	23	0.009	5	1	86
gi|220971171|gb|EED89506.1|,gi|224008172|ref|XP_002293045.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.391	23	0.002	15	15	87
gi|220972474|gb|EED90806.1|,gi|224005989|ref|XP_002291955.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.290	23	0.003	20	20	88
gi|223992865|ref|XP_002286116.1|,gi|220977431|gb|EED95757.1|	probable malate dehydrogenase with mitochondrial or glyoxysomal precursor [Thalassiosira pseudonana CCMP1335]	0.452	23	0.002	11	11	89
gi|220970292|gb|EED88630.1|,gi|224010635|ref|XP_002294275.1|	hypothetical protein THAPSDRAFT_10234 [Thalassiosira pseudonana CCMP1335]	0.357	22	0.001	13	13	90
gi|223998112|ref|XP_002288729.1|,gi|220975837|gb|EED94165.1|	fucoxanthin chlorophyll a/c protein 6 [Thalassiosira pseudonana CCMP1335]	0.343	22	0.003	10	10	91
gi|2599405856|pdb|8J0D|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.431	22	0.003	10	10	91
gi|2599405834|pdb|8IWH|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.359	22	0.003	10	10	91
gi|224009442|ref|XP_002293679.1|,gi|2599405802|pdb|8IWH|G,gi|220970351|gb|EED88688.1|,gi|2599405803|pdb|8IWH|g	hypothetical protein THAPSDRAFT_24769 [Thalassiosira pseudonana CCMP1335],Chain G, Photosystem II Psb31 protein domain-containing protein,Chain g, Photosystem II Psb31 protein domain-containing protein	0.301	22	0.003	8	8	92
gi|98990387|gb|ABF60262.1|	PSbC, partial [Thalassiosira pseudonana]	0.235	22	0.002	13	0	93
gi|220977932|gb|EED96258.1|,gi|223993867|ref|XP_002286617.1|	hypothetical protein THAPSDRAFT_267952 [Thalassiosira pseudonana CCMP1335]	0.200	21	6.38e-4	13	13	94
gi|224010722|ref|XP_002294318.1|,gi|220969813|gb|EED88152.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.571	21	0.003	7	7	95
gi|2438243983|gb|WCI13889.1|,gi|220968077|gb|EED86433.1|,gi|224015250|ref|XP_002297283.1|	theta carbonic anhydrase 3 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.249	21	0.002	10	8	96
gi|2873343195|pdb|8ZEH|e,gi|2873343210|pdb|8ZET|e	Chain e, Photosystem I reaction center subunit IV	0.806	21	0.008	4	0	97
