Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
sp|Q485G9.1|EFTS_COLP3,WP_011042390.1,AAZ28329.1	RecName: Full=Elongation factor Ts; Short=EF-Ts,MULTISPECIES: translation elongation factor Ts [Colwellia],translation elongation factor Ts [Colwellia psychrerythraea 34H]	0.904	405	0.006	48	48	16
AAZ25602.1,WP_011044951.1	nitrite reductase [Colwellia psychrerythraea 34H],cytochrome D1 domain-containing protein [Colwellia psychrerythraea]	0.766	399	0.003	55	55	17
WP_011041578.1,AAZ24281.1,sp|Q488N6.1|GLYA1_COLP3	MULTISPECIES: serine hydroxymethyltransferase [Colwellia],serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Serine hydroxymethyltransferase 1; Short=SHMT 1; Short=Serine methylase 1	0.809	395	0.004	40	38	18
WP_011043103.1,AAZ28321.1	ribonuclease E [Colwellia psychrerythraea],ribonuclease E [Colwellia psychrerythraea 34H]	0.736	392	0.002	71	71	19
AAZ27953.1,WP_011043690.1	isocitrate dehydrogenase, NADP-dependent [Colwellia psychrerythraea 34H],NADP-dependent isocitrate dehydrogenase [Colwellia psychrerythraea]	0.822	386	0.002	74	72	20
gi|39794653|gb|AAH63697.1|	(CONTAMINANT) Keratin 1 [Homo sapiens]	0.680	377	0.002	62	1	21
WP_011045140.1,AAZ27814.1	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA [Colwellia psychrerythraea],bifunctional putA protein [Colwellia psychrerythraea 34H]	0.639	376	0.001	87	87	22
AAZ27350.1,WP_011041456.1,CAY34444.1	GTP-binding protein TypA [Colwellia psychrerythraea 34H],translational GTPase TypA [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H]	0.817	374	0.002	57	57	23
gi|1346343|sp|P04264|K2C1_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 1 (Cytokeratin 1) (K1) (CK 1) (67 kDa cytokeratin) (Hair alpha protein)	0.666	371	0.002	61	0	24
AAZ26086.1,WP_011041895.1,sp|Q487G4.1|NAPA_COLP3	periplasmic nitrate reductase, large subunit [Colwellia psychrerythraea 34H],nitrate reductase catalytic subunit NapA [Colwellia psychrerythraea],RecName: Full=Periplasmic nitrate reductase; Flags: Precursor	0.758	368	0.002	73	73	25
sp|Q47XA7.1|HTPG_COLP3,WP_011044649.1,AAZ28374.1	RecName: Full=Chaperone protein HtpG; AltName: Full=Heat shock protein HtpG; AltName: Full=High temperature protein G,molecular chaperone HtpG [Colwellia psychrerythraea],chaperone protein HtpG [Colwellia psychrerythraea 34H]	0.741	361	0.002	56	56	26
WP_011045527.1,AAZ26842.1	pyruvate dehydrogenase (acetyl-transferring), homodimeric type [Colwellia psychrerythraea],pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase [Colwellia psychrerythraea 34H]	0.682	358	0.002	70	70	27
AAZ28625.1,WP_011043608.1	NAD-glutamate dehydrogenase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: NAD-glutamate dehydrogenase [Colwellia]	0.589	356	8.48e-4	90	89	28
AAZ24141.1,WP_011043891.1	polyunsaturated fatty acid synthase PfaA [Colwellia psychrerythraea 34H],type I polyketide synthase [Colwellia psychrerythraea]	0.598	349	4.86e-4	111	111	29
sp|Q47UV8.1|RL7_COLP3,WP_011045495.1,AAZ26101.1	RecName: Full=Large ribosomal subunit protein bL12; AltName: Full=50S ribosomal protein L7/L12,MULTISPECIES: 50S ribosomal protein L7/L12 [Colwellia],ribosomal protein L7/L12 [Colwellia psychrerythraea 34H]	0.891	344	0.011	17	17	30
WP_011042792.1,AAZ24203.1	outer membrane beta-barrel protein [Colwellia psychrerythraea],putative OmpA family protein [Colwellia psychrerythraea 34H]	0.717	337	0.001	73	73	31
sp|Q47XL7.1|TIG_COLP3,AAZ24013.1,WP_011044539.1	RecName: Full=Trigger factor; Short=TF; AltName: Full=PPIase,trigger factor [Colwellia psychrerythraea 34H],trigger factor [Colwellia psychrerythraea]	0.740	330	0.003	48	48	32
AAZ26507.1,WP_011044699.1	acetyl-CoA synthetase [Colwellia psychrerythraea 34H],acetate--CoA ligase [Colwellia psychrerythraea]	0.755	324	0.002	45	44	33
WP_011045243.1,AAZ25753.1,sp|Q47VL0.1|MDH_COLP3	MULTISPECIES: malate dehydrogenase [Colwellia],malate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Malate dehydrogenase	0.981	318	0.004	31	31	34
WP_011043567.1,AAZ24151.1	MULTISPECIES: alanine dehydrogenase [Colwellia],alanine dehydrogenase [Colwellia psychrerythraea 34H]	0.927	317	0.003	29	29	35
sp|Q482S1.1|SUCC_COLP3,WP_011043040.1,AAZ27906.1	RecName: Full=Succinate--CoA ligase [ADP-forming] subunit beta; AltName: Full=Succinyl-CoA synthetase subunit beta; Short=SCS-beta,MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta [Colwellia],succinyl-CoA synthase, beta subunit [Colwellia psychrerythraea 34H]	0.737	317	0.003	31	31	36
WP_011043036.1,AAZ25640.1	MULTISPECIES: succinate dehydrogenase flavoprotein subunit [Colwellia],succinate dehydrogenase, flavoprotein subunit [Colwellia psychrerythraea 34H]	0.689	316	0.002	55	55	37
WP_011041463.1,sp|Q489A1.1|RL5_COLP3,AAZ26957.1	MULTISPECIES: 50S ribosomal protein L5 [Colwellia],RecName: Full=Large ribosomal subunit protein uL5; AltName: Full=50S ribosomal protein L5,ribosomal protein L5 [Colwellia psychrerythraea 34H]	0.768	301	0.006	23	23	38
AAZ26115.1,WP_011043038.1	2-oxoglutarate dehydrogenase, E1 component [Colwellia psychrerythraea 34H],2-oxoglutarate dehydrogenase E1 component [Colwellia psychrerythraea]	0.585	300	0.001	60	60	39
AAZ28215.1,sp|Q47VS0.1|SECA_COLP3,WP_011045183.1	preprotein translocase, SecA subunit [Colwellia psychrerythraea 34H],RecName: Full=Protein translocase subunit SecA,preprotein translocase subunit SecA [Colwellia psychrerythraea]	0.751	297	0.001	68	67	40
WP_011041476.1,AAZ25824.1,sp|Q488Y8.1|RPOA_COLP3	MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Colwellia],DNA-directed RNA polymerase, alpha subunit [Colwellia psychrerythraea 34H],RecName: Full=DNA-directed RNA polymerase subunit alpha; Short=RNAP subunit alpha; AltName: Full=RNA polymerase subunit alpha; AltName: Full=Transcriptase subunit alpha	0.951	290	0.003	39	39	41
WP_011041719.1,sp|Q487Z6.1|RL2_COLP3,AAZ25717.1	MULTISPECIES: 50S ribosomal protein L2 [Colwellia],RecName: Full=Large ribosomal subunit protein uL2; AltName: Full=50S ribosomal protein L2,ribosomal protein L2 [Colwellia psychrerythraea 34H]	0.661	284	0.004	23	23	42
WP_011044429.1,AAZ24314.1	phosphoribosylformylglycinamidine synthase [Colwellia psychrerythraea],phosphoribosylformylglycinamidine synthase [Colwellia psychrerythraea 34H]	0.720	270	7.88e-4	74	74	43
sp|Q47XX7.2|PUR4_COLP3	RecName: Full=Phosphoribosylformylglycinamidine synthase; Short=FGAM synthase; Short=FGAMS; AltName: Full=Formylglycinamide ribonucleotide amidotransferase; Short=FGAR amidotransferase; Short=FGAR-AT	0.721	270	7.89e-4	74	74	43
sp|Q489U1.1|RS6_COLP3,AAZ28210.1,WP_011041276.1	RecName: Full=Small ribosomal subunit protein bS6; AltName: Full=30S ribosomal protein S6,ribosomal protein S6 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S6 [Colwellia]	0.832	270	0.007	25	25	44
gi|21961605|gb|AAH34697.1|	(CONTAMINANT) Keratin 10 [Homo sapiens]	0.663	266	0.002	47	42	45
AAZ24824.1,WP_011045497.1,sp|Q47UV6.1|RL1_COLP3	ribosomal protein L1 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L1 [Colwellia],RecName: Full=Large ribosomal subunit protein uL1; AltName: Full=50S ribosomal protein L1	0.789	263	0.004	29	29	46
AAZ24034.1,WP_011042558.1	RNA helicase DeaD [Colwellia psychrerythraea 34H],MULTISPECIES: DEAD/DEAH box helicase [Colwellia]	0.597	258	0.002	42	42	47
WP_011041722.1,sp|Q487Z3.1|RL3_COLP3,AAZ24808.1	MULTISPECIES: 50S ribosomal protein L3 [Colwellia],RecName: Full=Large ribosomal subunit protein uL3; AltName: Full=50S ribosomal protein L3,ribosomal protein L3 [Colwellia psychrerythraea 34H]	0.745	257	0.005	22	22	48
WP_011042389.1,AAZ28713.1,sp|Q485H0.1|RS2_COLP3	MULTISPECIES: 30S ribosomal protein S2 [Colwellia],ribosomal protein S2 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS2; AltName: Full=30S ribosomal protein S2	0.839	256	0.004	30	30	49
WP_011044620.1,CAY37481.1,AAZ28794.1	transketolase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],transketolase [Colwellia psychrerythraea 34H]	0.737	251	0.001	50	50	50
WP_011044508.1,AAZ25767.1	MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea],MotA/TolQ/ExbB proton channel family [Colwellia psychrerythraea 34H]	0.668	250	0.002	32	31	51
AAZ25583.1,WP_011041918.1	NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit [Colwellia psychrerythraea 34H],MULTISPECIES: Na(+)-translocating NADH-quinone reductase subunit A [Colwellia]	0.834	241	0.002	38	38	52
WP_011044218.1,AAZ26026.1	MULTISPECIES: carbamoyl-phosphate synthase large subunit [Colwellia],carbamoyl-phosphate synthase, large subunit [Colwellia psychrerythraea 34H]	0.563	239	8.61e-4	54	54	53
WP_011045524.1,AAZ23988.1	MULTISPECIES: dihydrolipoyl dehydrogenase [Colwellia],pyruvate dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase [Colwellia psychrerythraea 34H]	0.656	239	0.002	37	37	54
WP_011041261.1,AAZ24888.1	MULTISPECIES: glutamate--ammonia ligase [Colwellia],glutamine synthetase, type I [Colwellia psychrerythraea 34H]	0.667	231	0.002	36	36	55
WP_011043158.1,AAZ27661.1	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Colwellia],glyceraldehyde 3-phosphate dehydrogenase, type I [Colwellia psychrerythraea 34H]	0.745	228	0.002	36	36	56
WP_011040936.1,AAZ28379.1,sp|Q48AW1.1|ATPG_COLP3	MULTISPECIES: F0F1 ATP synthase subunit gamma [Colwellia],ATP synthase F1, gamma subunit [Colwellia psychrerythraea 34H],RecName: Full=ATP synthase gamma chain; AltName: Full=ATP synthase F1 sector gamma subunit; AltName: Full=F-ATPase gamma subunit	0.878	227	0.003	34	34	57
WP_011044972.1,sp|Q47WD1.1|GUAA_COLP3,AAZ25415.1	MULTISPECIES: glutamine-hydrolyzing GMP synthase [Colwellia],RecName: Full=GMP synthase [glutamine-hydrolyzing]; AltName: Full=GMP synthetase; AltName: Full=Glutamine amidotransferase,GMP synthase [Colwellia psychrerythraea 34H]	0.918	227	0.002	46	46	58
sp|Q48A17.1|PURA_COLP3,AAZ25616.1,WP_011041203.1	RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase,adenylosuccinate synthetase [Colwellia psychrerythraea 34H],MULTISPECIES: adenylosuccinate synthase [Colwellia]	0.868	219	0.002	38	38	59
WP_011043799.1,AAZ27896.1	phosphoenolpyruvate synthase [Colwellia psychrerythraea],phosphoenolpyruvate synthase [Colwellia psychrerythraea 34H]	0.536	217	0.001	54	54	60
WP_011044536.1,AAZ26747.1	MULTISPECIES: endopeptidase La [Colwellia],ATP-dependent protease La [Colwellia psychrerythraea 34H]	0.689	217	0.001	62	62	61
AAZ25958.1,WP_011043145.1	DNA gyrase, A subunit [Colwellia psychrerythraea 34H],DNA topoisomerase (ATP-hydrolyzing) subunit A [Colwellia psychrerythraea]	0.599	215	9.14e-4	53	28	62
AAZ26130.1,WP_011041489.1	hypothetical protein CPS_0639 [Colwellia psychrerythraea 34H],MULTISPECIES: alginate export family protein [Colwellia]	0.615	213	0.002	27	27	63
AAZ28633.1,sp|Q47VD0.1|PCKA_COLP3,WP_011045323.1	phosphoenolpyruvate carboxykinase (ATP) [Colwellia psychrerythraea 34H],RecName: Full=Phosphoenolpyruvate carboxykinase (ATP); Short=PCK; Short=PEP carboxykinase; Short=PEPCK,MULTISPECIES: phosphoenolpyruvate carboxykinase (ATP) [Colwellia]	0.834	212	0.002	44	44	64
sp|Q488Z9.1|RS8_COLP3,WP_011041465.1,AAZ28152.1	RecName: Full=Small ribosomal subunit protein uS8; AltName: Full=30S ribosomal protein S8,MULTISPECIES: 30S ribosomal protein S8 [Colwellia],ribosomal protein S8 [Colwellia psychrerythraea 34H]	0.744	210	0.006	19	19	65
WP_011041969.1,AAZ24811.1,sp|Q486Z0.1|ISCS_COLP3	MULTISPECIES: IscS subfamily cysteine desulfurase [Colwellia],cysteine desulfurase [Colwellia psychrerythraea 34H],RecName: Full=Cysteine desulfurase IscS	0.859	205	0.002	50	50	66
WP_011043689.1,AAZ24108.1	MULTISPECIES: NADP-dependent isocitrate dehydrogenase [Colwellia],isocitrate dehydrogenase, NADP-dependent [Colwellia psychrerythraea 34H]	0.663	205	0.002	32	32	67
WP_011045258.1,AAZ24616.1	MULTISPECIES: cold-shock protein [Colwellia],cold-shock DNA-binding domain family protein [Colwellia psychrerythraea 34H]	0.912	202	0.011	5	5	68
AAZ24998.1,WP_011043600.1	asparagine synthase (glutamine-hydrolyzing) [Colwellia psychrerythraea 34H],MULTISPECIES: asparagine synthase B [Colwellia]	0.733	201	0.001	41	41	69
AAZ25063.1,WP_011045485.1,sp|Q47UW8.1|CYSI_COLP3	sulfite reductase (NADPH) hemoprotein beta-component [Colwellia psychrerythraea 34H],assimilatory sulfite reductase (NADPH) hemoprotein subunit [Colwellia psychrerythraea],RecName: Full=Sulfite reductase [NADPH] hemoprotein beta-component; Short=SiR-HP; Short=SiRHP	0.760	201	0.001	47	47	70
AAZ27062.1,WP_011044509.1	hypothetical protein CPS_3756 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.761	201	0.003	32	32	71
AAZ26423.1,WP_011043695.1	adenylosuccinate lyase [Colwellia psychrerythraea 34H],adenylosuccinate lyase [Colwellia psychrerythraea]	0.779	200	0.002	37	37	72
WP_011041475.1,AAZ24190.1,sp|Q488Y9.1|RS4_COLP3	MULTISPECIES: 30S ribosomal protein S4 [Colwellia],ribosomal protein S4 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS4; AltName: Full=30S ribosomal protein S4	0.743	200	0.004	22	22	73
WP_011044973.1,AAZ24716.1	MULTISPECIES: IMP dehydrogenase [Colwellia],inosine-5'-monophosphate dehydrogenase [Colwellia psychrerythraea 34H]	0.835	200	0.002	43	43	74
AAZ28281.1,WP_011043142.1	ribonucleoside-diphosphate reductase, alpha subunit [Colwellia psychrerythraea 34H],class 1a ribonucleoside-diphosphate reductase subunit alpha [Colwellia psychrerythraea]	0.630	198	0.001	44	44	75
AAZ28657.1,WP_011044234.1	antioxidant, AhpC/Tsa family [Colwellia psychrerythraea 34H],MULTISPECIES: peroxiredoxin [Colwellia]	0.930	197	0.004	20	20	76
WP_041737089.1	MULTISPECIES: ATP-dependent zinc metalloprotease FtsH [Colwellia]	0.644	197	0.001	50	50	77
AAZ25406.1	ATP-dependent metalloprotease FtsH [Colwellia psychrerythraea 34H]	0.647	197	0.001	50	50	77
WP_011041486.1,AAZ25133.1	MULTISPECIES: aspartate aminotransferase family protein [Colwellia],acetylornithine/succinyldiaminopimelate aminotransferase [Colwellia psychrerythraea 34H]	0.861	192	0.002	32	32	78
WP_011045491.1,AAZ28103.1,sp|Q47UW2.1|RS7_COLP3	MULTISPECIES: 30S ribosomal protein S7 [Colwellia],ribosomal protein S7 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS7; AltName: Full=30S ribosomal protein S7	0.705	191	0.005	19	19	79
WP_011045676.1,AAZ24445.1	S9 family peptidase [Colwellia psychrerythraea],hypothetical protein CPS_4957 [Colwellia psychrerythraea 34H]	0.698	191	0.001	48	48	80
WP_011042326.1,AAZ25158.1	flagellin [Colwellia psychrerythraea],flagellin [Colwellia psychrerythraea 34H]	0.370	188	0.001	22	17	81
WP_011045525.1,AAZ24663.1	dihydrolipoyllysine-residue acetyltransferase [Colwellia psychrerythraea],pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase [Colwellia psychrerythraea 34H]	0.592	187	0.001	36	36	82
AAZ25755.1,WP_011042069.1	isocitrate lyase [Colwellia psychrerythraea 34H],MULTISPECIES: isocitrate lyase [Colwellia]	0.761	184	0.001	41	41	83
AAZ26977.1,WP_011043033.1	citrate synthase I [Colwellia psychrerythraea 34H],MULTISPECIES: citrate synthase [Colwellia]	0.694	182	0.002	34	34	84
AAZ27833.1,WP_011043021.1	transcription termination factor NusA [Colwellia psychrerythraea 34H],MULTISPECIES: transcription termination factor NusA [Colwellia]	0.521	182	0.001	35	35	85
WP_011043039.1,AAZ28556.1	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Colwellia psychrerythraea],2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase [Colwellia psychrerythraea 34H]	0.574	182	0.001	35	35	86
WP_011044318.1,sp|Q47Y88.1|RL25_COLP3,AAZ26147.1	MULTISPECIES: 50S ribosomal protein L25/general stress protein Ctc [Colwellia],RecName: Full=Large ribosomal subunit protein bL25; AltName: Full=50S ribosomal protein L25; AltName: Full=General stress protein CTC,ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5 [Colwellia psychrerythraea 34H]	0.692	182	0.003	12	12	87
AAZ28619.1,WP_011045064.1	RNA polymerase sigma-70 factor [Colwellia psychrerythraea 34H],MULTISPECIES: RNA polymerase sigma factor RpoD [Colwellia]	0.573	180	0.001	43	42	88
AAZ28743.1,WP_011041999.1	tonB-dependent vitamin B12 receptor [Colwellia psychrerythraea 34H],TonB-dependent receptor domain-containing protein [Colwellia psychrerythraea]	0.828	180	0.001	33	33	89
WP_011045496.1,sp|Q47UV7.1|RL10_COLP3,AAZ27868.1	MULTISPECIES: 50S ribosomal protein L10 [Colwellia],RecName: Full=Large ribosomal subunit protein uL10; AltName: Full=50S ribosomal protein L10,ribosomal protein L10 [Colwellia psychrerythraea 34H]	0.793	178	0.004	17	17	90
AAZ28435.1,WP_011041716.1,sp|Q487Z9.1|RS3_COLP3	ribosomal protein S3 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S3 [Colwellia],RecName: Full=Small ribosomal subunit protein uS3; AltName: Full=30S ribosomal protein S3	0.662	175	0.003	20	20	91
WP_011043041.1,AAZ27608.1	MULTISPECIES: succinate--CoA ligase subunit alpha [Colwellia],succinyl-CoA synthase, alpha subunit [Colwellia psychrerythraea 34H]	0.614	175	0.002	20	20	92
sp|Q488Z8.1|RL6_COLP3,AAZ28521.1,WP_011041466.1	RecName: Full=Large ribosomal subunit protein uL6; AltName: Full=50S ribosomal protein L6,ribosomal protein L6 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L6 [Colwellia]	0.876	175	0.004	18	18	93
AAZ26716.1,WP_011042913.1	polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H],UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [Colwellia psychrerythraea]	0.798	174	0.002	34	34	94
AAZ26880.1,WP_011041298.1,CAY37827.1	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [Colwellia psychrerythraea 34H],MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.741	174	0.003	31	31	95
WP_011041721.1,sp|Q487Z4.1|RL4_COLP3,AAZ25061.1	MULTISPECIES: 50S ribosomal protein L4 [Colwellia],RecName: Full=Large ribosomal subunit protein uL4; AltName: Full=50S ribosomal protein L4,ribosomal protein L4 [Colwellia psychrerythraea 34H]	0.786	174	0.003	19	19	96
WP_041737140.1	M3 family metallopeptidase [Colwellia psychrerythraea]	0.563	173	9.15e-4	41	41	97
AAZ24659.1	peptidyl-dipeptidase Dcp [Colwellia psychrerythraea 34H]	0.551	173	8.95e-4	41	41	97
WP_011041923.1,AAZ27357.1	NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Colwellia psychrerythraea],NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit [Colwellia psychrerythraea 34H]	0.713	172	0.002	36	36	98
WP_011044870.1,CBL85428.1,sp|Q47WN3.1|RECA_COLP3,AAZ25774.1	MULTISPECIES: recombinase RecA [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Protein RecA; AltName: Full=Recombinase A,recA protein [Colwellia psychrerythraea 34H]	0.701	172	0.002	29	29	99
sp|Q47XL9.1|CLPX_COLP3,WP_011044537.1,AAZ27456.1	RecName: Full=ATP-dependent Clp protease ATP-binding subunit ClpX,MULTISPECIES: ATP-dependent protease ATP-binding subunit ClpX [Colwellia],ATP-dependent Clp protease, ATP-binding subunit ClpX [Colwellia psychrerythraea 34H]	0.866	172	0.002	34	33	100
sp|Q489T8.1|RL9_COLP3,AAZ26192.1,WP_011041279.1	RecName: Full=Large ribosomal subunit protein bL9; AltName: Full=50S ribosomal protein L9,ribosomal protein L9 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L9 [Colwellia]	0.853	171	0.004	15	15	101
AAZ27573.1,WP_011044556.1,CBN69246.1,CBN70854.1	3-oxoacyl-(acyl-carrier-protein) synthase I [Colwellia psychrerythraea 34H],MULTISPECIES: beta-ketoacyl-ACP synthase I [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.811	168	0.002	33	33	102
WP_011041200.1,AAZ24340.1	FtsH protease activity modulator HflK [Colwellia psychrerythraea],HflK protein [Colwellia psychrerythraea 34H]	0.641	168	0.002	37	37	103
WP_011043783.1,AAZ26606.1,sp|Q47ZS5.1|SYFB_COLP3	phenylalanine--tRNA ligase subunit beta [Colwellia psychrerythraea],phenylalanyl-tRNA synthetase, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS	0.607	166	7.94e-4	42	42	104
WP_011044504.1,AAZ27041.1	MULTISPECIES: tetratricopeptide repeat protein [Colwellia],TPR domain protein [Colwellia psychrerythraea 34H]	0.610	166	0.001	32	32	105
