Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ26549.1,WP_011044510.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],TonB-dependent receptor plug domain-containing protein [Colwellia psychrerythraea]	0.713	478	0.002	55	55	13
WP_011043026.1,CAR80208.1,CBX83666.1,sp|Q482T5.1|PNP_COLP3,AAZ24926.1	MULTISPECIES: polyribonucleotide nucleotidyltransferase [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Polyribonucleotide nucleotidyltransferase; AltName: Full=Polynucleotide phosphorylase; Short=PNPase,polyribonucleotide nucleotidyltransferase [Colwellia psychrerythraea 34H]	0.745	468	0.003	74	74	14
AAZ26751.1,WP_011045521.1	putative aconitate hydratase [Colwellia psychrerythraea 34H],bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Colwellia psychrerythraea]	0.737	441	0.002	85	85	15
sp|Q48AW2.1|ATPA_COLP3,AAZ26667.1,WP_011040935.1	RecName: Full=ATP synthase subunit alpha; AltName: Full=ATP synthase F1 sector subunit alpha; AltName: Full=F-ATPase subunit alpha,ATP synthase F1, alpha subunit [Colwellia psychrerythraea 34H],MULTISPECIES: F0F1 ATP synthase subunit alpha [Colwellia]	0.805	417	0.004	58	56	16
AAZ27953.1,WP_011043690.1	isocitrate dehydrogenase, NADP-dependent [Colwellia psychrerythraea 34H],NADP-dependent isocitrate dehydrogenase [Colwellia psychrerythraea]	0.759	395	0.002	70	67	17
sp|Q482T9.1|IF2_COLP3,WP_011043022.1,AAZ24660.1	RecName: Full=Translation initiation factor IF-2,MULTISPECIES: translation initiation factor IF-2 [Colwellia],translation initiation factor IF-2 [Colwellia psychrerythraea 34H]	0.728	393	0.002	81	81	18
sp|Q485G9.1|EFTS_COLP3,WP_011042390.1,AAZ28329.1	RecName: Full=Elongation factor Ts; Short=EF-Ts,MULTISPECIES: translation elongation factor Ts [Colwellia],translation elongation factor Ts [Colwellia psychrerythraea 34H]	0.904	376	0.006	51	51	19
AAZ25602.1,WP_011044951.1	nitrite reductase [Colwellia psychrerythraea 34H],cytochrome D1 domain-containing protein [Colwellia psychrerythraea]	0.738	372	0.003	52	52	20
AAZ26086.1,WP_011041895.1,sp|Q487G4.1|NAPA_COLP3	periplasmic nitrate reductase, large subunit [Colwellia psychrerythraea 34H],nitrate reductase catalytic subunit NapA [Colwellia psychrerythraea],RecName: Full=Periplasmic nitrate reductase; Flags: Precursor	0.825	372	0.002	87	87	21
WP_011045243.1,AAZ25753.1,sp|Q47VL0.1|MDH_COLP3	MULTISPECIES: malate dehydrogenase [Colwellia],malate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Malate dehydrogenase	1.000	366	0.005	37	37	22
AAZ27305.1,WP_011042113.1,sp|Q486J6.1|GCSP1_COLP3	glycine dehydrogenase [Colwellia psychrerythraea 34H],aminomethyl-transferring glycine dehydrogenase [Colwellia psychrerythraea],RecName: Full=Glycine dehydrogenase (decarboxylating) 1; AltName: Full=Glycine cleavage system P-protein 1; AltName: Full=Glycine decarboxylase 1; AltName: Full=Glycine dehydrogenase (aminomethyl-transferring) 1	0.629	358	0.002	73	70	23
WP_011041578.1,AAZ24281.1,sp|Q488N6.1|GLYA1_COLP3	MULTISPECIES: serine hydroxymethyltransferase [Colwellia],serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Serine hydroxymethyltransferase 1; Short=SHMT 1; Short=Serine methylase 1	0.850	358	0.004	43	41	24
AAZ27350.1,WP_011041456.1,CAY34444.1	GTP-binding protein TypA [Colwellia psychrerythraea 34H],translational GTPase TypA [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H]	0.788	357	0.003	60	60	25
WP_011045527.1,AAZ26842.1	pyruvate dehydrogenase (acetyl-transferring), homodimeric type [Colwellia psychrerythraea],pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase [Colwellia psychrerythraea 34H]	0.633	352	0.002	73	73	26
sp|Q47XL7.1|TIG_COLP3,AAZ24013.1,WP_011044539.1	RecName: Full=Trigger factor; Short=TF; AltName: Full=PPIase,trigger factor [Colwellia psychrerythraea 34H],trigger factor [Colwellia psychrerythraea]	0.752	347	0.003	57	57	27
WP_011043103.1,AAZ28321.1	ribonuclease E [Colwellia psychrerythraea],ribonuclease E [Colwellia psychrerythraea 34H]	0.740	339	0.001	75	75	28
WP_011043567.1,AAZ24151.1	MULTISPECIES: alanine dehydrogenase [Colwellia],alanine dehydrogenase [Colwellia psychrerythraea 34H]	0.960	319	0.004	36	36	29
sp|Q47UV8.1|RL7_COLP3,WP_011045495.1,AAZ26101.1	RecName: Full=Large ribosomal subunit protein bL12; AltName: Full=50S ribosomal protein L7/L12,MULTISPECIES: 50S ribosomal protein L7/L12 [Colwellia],ribosomal protein L7/L12 [Colwellia psychrerythraea 34H]	0.916	313	0.011	18	18	30
AAZ24141.1,WP_011043891.1	polyunsaturated fatty acid synthase PfaA [Colwellia psychrerythraea 34H],type I polyketide synthase [Colwellia psychrerythraea]	0.558	308	4.86e-4	98	98	31
WP_011044508.1,AAZ25767.1	MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea],MotA/TolQ/ExbB proton channel family [Colwellia psychrerythraea 34H]	0.684	306	0.003	41	40	32
WP_011041719.1,sp|Q487Z6.1|RL2_COLP3,AAZ25717.1	MULTISPECIES: 50S ribosomal protein L2 [Colwellia],RecName: Full=Large ribosomal subunit protein uL2; AltName: Full=50S ribosomal protein L2,ribosomal protein L2 [Colwellia psychrerythraea 34H]	0.734	300	0.005	30	30	33
WP_011043036.1,AAZ25640.1	MULTISPECIES: succinate dehydrogenase flavoprotein subunit [Colwellia],succinate dehydrogenase, flavoprotein subunit [Colwellia psychrerythraea 34H]	0.680	299	0.002	58	58	34
sp|Q482S1.1|SUCC_COLP3,WP_011043040.1,AAZ27906.1	RecName: Full=Succinate--CoA ligase [ADP-forming] subunit beta; AltName: Full=Succinyl-CoA synthetase subunit beta; Short=SCS-beta,MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta [Colwellia],succinyl-CoA synthase, beta subunit [Colwellia psychrerythraea 34H]	0.786	299	0.003	42	42	35
WP_011042792.1,AAZ24203.1	outer membrane beta-barrel protein [Colwellia psychrerythraea],putative OmpA family protein [Colwellia psychrerythraea 34H]	0.724	294	0.001	69	69	36
WP_011041476.1,AAZ25824.1,sp|Q488Y8.1|RPOA_COLP3	MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Colwellia],DNA-directed RNA polymerase, alpha subunit [Colwellia psychrerythraea 34H],RecName: Full=DNA-directed RNA polymerase subunit alpha; Short=RNAP subunit alpha; AltName: Full=RNA polymerase subunit alpha; AltName: Full=Transcriptase subunit alpha	0.979	292	0.004	40	40	37
WP_011045140.1,AAZ27814.1	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA [Colwellia psychrerythraea],bifunctional putA protein [Colwellia psychrerythraea 34H]	0.577	290	9.94e-4	72	72	38
sp|Q47XA7.1|HTPG_COLP3,WP_011044649.1,AAZ28374.1	RecName: Full=Chaperone protein HtpG; AltName: Full=Heat shock protein HtpG; AltName: Full=High temperature protein G,molecular chaperone HtpG [Colwellia psychrerythraea],chaperone protein HtpG [Colwellia psychrerythraea 34H]	0.711	282	0.002	60	60	39
AAZ26115.1,WP_011043038.1	2-oxoglutarate dehydrogenase, E1 component [Colwellia psychrerythraea 34H],2-oxoglutarate dehydrogenase E1 component [Colwellia psychrerythraea]	0.612	274	0.001	62	62	40
AAZ28215.1,sp|Q47VS0.1|SECA_COLP3,WP_011045183.1	preprotein translocase, SecA subunit [Colwellia psychrerythraea 34H],RecName: Full=Protein translocase subunit SecA,preprotein translocase subunit SecA [Colwellia psychrerythraea]	0.719	266	0.001	71	70	41
WP_011044218.1,AAZ26026.1	MULTISPECIES: carbamoyl-phosphate synthase large subunit [Colwellia],carbamoyl-phosphate synthase, large subunit [Colwellia psychrerythraea 34H]	0.563	266	0.001	63	63	42
AAZ26507.1,WP_011044699.1	acetyl-CoA synthetase [Colwellia psychrerythraea 34H],acetate--CoA ligase [Colwellia psychrerythraea]	0.739	257	0.002	43	42	43
WP_011044429.1,AAZ24314.1	phosphoribosylformylglycinamidine synthase [Colwellia psychrerythraea],phosphoribosylformylglycinamidine synthase [Colwellia psychrerythraea 34H]	0.660	252	8.32e-4	66	66	44
sp|Q47XX7.2|PUR4_COLP3	RecName: Full=Phosphoribosylformylglycinamidine synthase; Short=FGAM synthase; Short=FGAMS; AltName: Full=Formylglycinamide ribonucleotide amidotransferase; Short=FGAR amidotransferase; Short=FGAR-AT	0.661	252	8.34e-4	66	66	44
AAZ27062.1,WP_011044509.1	hypothetical protein CPS_3756 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.653	248	0.004	35	35	45
AAZ24824.1,WP_011045497.1,sp|Q47UV6.1|RL1_COLP3	ribosomal protein L1 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L1 [Colwellia],RecName: Full=Large ribosomal subunit protein uL1; AltName: Full=50S ribosomal protein L1	0.897	247	0.005	32	32	46
WP_011043158.1,AAZ27661.1	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Colwellia],glyceraldehyde 3-phosphate dehydrogenase, type I [Colwellia psychrerythraea 34H]	0.716	241	0.002	39	39	47
AAZ24034.1,WP_011042558.1	RNA helicase DeaD [Colwellia psychrerythraea 34H],MULTISPECIES: DEAD/DEAH box helicase [Colwellia]	0.583	237	0.002	46	46	48
WP_011041463.1,sp|Q489A1.1|RL5_COLP3,AAZ26957.1	MULTISPECIES: 50S ribosomal protein L5 [Colwellia],RecName: Full=Large ribosomal subunit protein uL5; AltName: Full=50S ribosomal protein L5,ribosomal protein L5 [Colwellia psychrerythraea 34H]	0.834	234	0.006	29	29	49
WP_011044620.1,CAY37481.1,AAZ28794.1	transketolase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],transketolase [Colwellia psychrerythraea 34H]	0.689	234	0.002	47	47	50
gi|18999435|gb|AAH24292.1|,gi|27503816|gb|AAH42132.1|	(CONTAMINANT) Keratin 5 [Homo sapiens]	0.558	232	0.002	58	35	51
AAZ28633.1,sp|Q47VD0.1|PCKA_COLP3,WP_011045323.1	phosphoenolpyruvate carboxykinase (ATP) [Colwellia psychrerythraea 34H],RecName: Full=Phosphoenolpyruvate carboxykinase (ATP); Short=PCK; Short=PEP carboxykinase; Short=PEPCK,MULTISPECIES: phosphoenolpyruvate carboxykinase (ATP) [Colwellia]	0.871	228	0.002	50	50	52
AAZ28657.1,WP_011044234.1	antioxidant, AhpC/Tsa family [Colwellia psychrerythraea 34H],MULTISPECIES: peroxiredoxin [Colwellia]	0.846	226	0.005	25	25	53
WP_011040936.1,AAZ28379.1,sp|Q48AW1.1|ATPG_COLP3	MULTISPECIES: F0F1 ATP synthase subunit gamma [Colwellia],ATP synthase F1, gamma subunit [Colwellia psychrerythraea 34H],RecName: Full=ATP synthase gamma chain; AltName: Full=ATP synthase F1 sector gamma subunit; AltName: Full=F-ATPase gamma subunit	0.923	225	0.003	39	39	54
WP_011041261.1,AAZ24888.1	MULTISPECIES: glutamate--ammonia ligase [Colwellia],glutamine synthetase, type I [Colwellia psychrerythraea 34H]	0.658	225	0.002	37	37	55
sp|Q489U1.1|RS6_COLP3,AAZ28210.1,WP_011041276.1	RecName: Full=Small ribosomal subunit protein bS6; AltName: Full=30S ribosomal protein S6,ribosomal protein S6 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S6 [Colwellia]	0.916	223	0.007	28	28	56
AAZ25583.1,WP_011041918.1	NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit [Colwellia psychrerythraea 34H],MULTISPECIES: Na(+)-translocating NADH-quinone reductase subunit A [Colwellia]	0.885	220	0.002	42	42	57
WP_011041722.1,sp|Q487Z3.1|RL3_COLP3,AAZ24808.1	MULTISPECIES: 50S ribosomal protein L3 [Colwellia],RecName: Full=Large ribosomal subunit protein uL3; AltName: Full=50S ribosomal protein L3,ribosomal protein L3 [Colwellia psychrerythraea 34H]	0.802	220	0.005	26	26	58
WP_011041721.1,sp|Q487Z4.1|RL4_COLP3,AAZ25061.1	MULTISPECIES: 50S ribosomal protein L4 [Colwellia],RecName: Full=Large ribosomal subunit protein uL4; AltName: Full=50S ribosomal protein L4,ribosomal protein L4 [Colwellia psychrerythraea 34H]	0.871	218	0.005	25	25	59
WP_011042326.1,AAZ25158.1	flagellin [Colwellia psychrerythraea],flagellin [Colwellia psychrerythraea 34H]	0.370	218	0.002	28	23	60
sp|Q48A17.1|PURA_COLP3,AAZ25616.1,WP_011041203.1	RecName: Full=Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS; AltName: Full=IMP--aspartate ligase,adenylosuccinate synthetase [Colwellia psychrerythraea 34H],MULTISPECIES: adenylosuccinate synthase [Colwellia]	0.879	217	0.002	42	42	61
WP_011043041.1,AAZ27608.1	MULTISPECIES: succinate--CoA ligase subunit alpha [Colwellia],succinyl-CoA synthase, alpha subunit [Colwellia psychrerythraea 34H]	0.645	216	0.003	29	29	62
gi|136429|sp|P00761|TRYP_PIG	(CONTAMINANT) Trypsin precursor	0.165	212	0.004	3	3	63
AAZ28625.1,WP_011043608.1	NAD-glutamate dehydrogenase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: NAD-glutamate dehydrogenase [Colwellia]	0.466	211	5.69e-4	72	71	64
WP_011045496.1,sp|Q47UV7.1|RL10_COLP3,AAZ27868.1	MULTISPECIES: 50S ribosomal protein L10 [Colwellia],RecName: Full=Large ribosomal subunit protein uL10; AltName: Full=50S ribosomal protein L10,ribosomal protein L10 [Colwellia psychrerythraea 34H]	0.866	210	0.006	24	24	65
WP_011041475.1,AAZ24190.1,sp|Q488Y9.1|RS4_COLP3	MULTISPECIES: 30S ribosomal protein S4 [Colwellia],ribosomal protein S4 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS4; AltName: Full=30S ribosomal protein S4	0.850	207	0.004	28	28	66
WP_041737089.1	MULTISPECIES: ATP-dependent zinc metalloprotease FtsH [Colwellia]	0.661	204	0.001	48	48	67
AAZ25406.1	ATP-dependent metalloprotease FtsH [Colwellia psychrerythraea 34H]	0.664	204	0.001	48	48	67
sp|Q488Z8.1|RL6_COLP3,AAZ28521.1,WP_011041466.1	RecName: Full=Large ribosomal subunit protein uL6; AltName: Full=50S ribosomal protein L6,ribosomal protein L6 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L6 [Colwellia]	0.910	202	0.005	25	25	68
WP_011041486.1,AAZ25133.1	MULTISPECIES: aspartate aminotransferase family protein [Colwellia],acetylornithine/succinyldiaminopimelate aminotransferase [Colwellia psychrerythraea 34H]	0.727	200	0.002	31	31	69
WP_011042389.1,AAZ28713.1,sp|Q485H0.1|RS2_COLP3	MULTISPECIES: 30S ribosomal protein S2 [Colwellia],ribosomal protein S2 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS2; AltName: Full=30S ribosomal protein S2	0.884	199	0.004	30	30	70
WP_011041969.1,AAZ24811.1,sp|Q486Z0.1|ISCS_COLP3	MULTISPECIES: IscS subfamily cysteine desulfurase [Colwellia],cysteine desulfurase [Colwellia psychrerythraea 34H],RecName: Full=Cysteine desulfurase IscS	0.755	198	0.002	46	46	71
AAZ26130.1,WP_011041489.1	hypothetical protein CPS_0639 [Colwellia psychrerythraea 34H],MULTISPECIES: alginate export family protein [Colwellia]	0.623	197	0.002	32	32	72
AAZ25308.1,WP_011044317.1	ribose-phosphate pyrophosphokinase [Colwellia psychrerythraea 34H],MULTISPECIES: ribose-phosphate pyrophosphokinase [Colwellia]	0.812	196	0.003	30	30	73
WP_011044973.1,AAZ24716.1	MULTISPECIES: IMP dehydrogenase [Colwellia],inosine-5'-monophosphate dehydrogenase [Colwellia psychrerythraea 34H]	0.890	193	0.002	44	44	74
AAZ27128.1,WP_011041582.1	3,4-dihydroxy-2-butanone-4-phosphate synthase [Colwellia psychrerythraea 34H],MULTISPECIES: 3,4-dihydroxy-2-butanone-4-phosphate synthase [Colwellia]	0.680	191	0.002	35	35	75
WP_011043689.1,AAZ24108.1	MULTISPECIES: NADP-dependent isocitrate dehydrogenase [Colwellia],isocitrate dehydrogenase, NADP-dependent [Colwellia psychrerythraea 34H]	0.748	190	0.002	35	35	76
WP_011045524.1,AAZ23988.1	MULTISPECIES: dihydrolipoyl dehydrogenase [Colwellia],pyruvate dehydrogenase complex, E3 component, dihydrolipoamide dehydrogenase [Colwellia psychrerythraea 34H]	0.677	188	0.002	35	35	77
gi|27769301|gb|AAH42437.1|	(CONTAMINANT) Keratin 14 [Homo sapiens]	0.746	188	0.002	45	14	78
gi|17512236|gb|AAH19097.1|	(CONTAMINANT) Keratin 14 [Homo sapiens]	0.746	188	0.002	45	14	78
WP_011044536.1,AAZ26747.1	MULTISPECIES: endopeptidase La [Colwellia],ATP-dependent protease La [Colwellia psychrerythraea 34H]	0.648	187	0.001	57	57	79
AAZ27507.1,WP_011041789.1	acetyl-CoA carboxylase, biotin carboxylase [Colwellia psychrerythraea 34H],MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit [Colwellia]	0.683	184	0.002	43	43	80
WP_011043039.1,AAZ28556.1	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Colwellia psychrerythraea],2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase [Colwellia psychrerythraea 34H]	0.597	184	0.002	36	36	81
WP_011045258.1,AAZ24616.1	MULTISPECIES: cold-shock protein [Colwellia],cold-shock DNA-binding domain family protein [Colwellia psychrerythraea 34H]	0.912	182	0.012	6	6	82
AAZ26423.1,WP_011043695.1	adenylosuccinate lyase [Colwellia psychrerythraea 34H],adenylosuccinate lyase [Colwellia psychrerythraea]	0.625	177	0.002	32	32	83
AAZ28818.1,WP_011042564.1	peptidoglycan-associated lipoprotein [Colwellia psychrerythraea 34H],MULTISPECIES: peptidoglycan-associated lipoprotein Pal [Colwellia]	0.582	177	0.004	22	22	84
sp|Q488Z6.1|RS5_COLP3,AAZ24388.1,WP_011041468.1	RecName: Full=Small ribosomal subunit protein uS5; AltName: Full=30S ribosomal protein S5,ribosomal protein S5 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S5 [Colwellia]	0.787	177	0.005	24	24	85
WP_011045525.1,AAZ24663.1	dihydrolipoyllysine-residue acetyltransferase [Colwellia psychrerythraea],pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase [Colwellia psychrerythraea 34H]	0.592	176	0.001	38	38	86
sp|Q47XL9.1|CLPX_COLP3,WP_011044537.1,AAZ27456.1	RecName: Full=ATP-dependent Clp protease ATP-binding subunit ClpX,MULTISPECIES: ATP-dependent protease ATP-binding subunit ClpX [Colwellia],ATP-dependent Clp protease, ATP-binding subunit ClpX [Colwellia psychrerythraea 34H]	0.818	176	0.002	34	33	87
WP_011045491.1,AAZ28103.1,sp|Q47UW2.1|RS7_COLP3	MULTISPECIES: 30S ribosomal protein S7 [Colwellia],ribosomal protein S7 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS7; AltName: Full=30S ribosomal protein S7	0.782	175	0.005	25	25	88
AAZ25063.1,WP_011045485.1,sp|Q47UW8.1|CYSI_COLP3	sulfite reductase (NADPH) hemoprotein beta-component [Colwellia psychrerythraea 34H],assimilatory sulfite reductase (NADPH) hemoprotein subunit [Colwellia psychrerythraea],RecName: Full=Sulfite reductase [NADPH] hemoprotein beta-component; Short=SiR-HP; Short=SiRHP	0.740	174	0.001	50	50	89
WP_011041887.1,AAZ26888.1	sodium-extruding oxaloacetate decarboxylase subunit alpha [Colwellia psychrerythraea],oxaloacetate decarboxylase, alpha subunit [Colwellia psychrerythraea 34H]	0.711	173	0.001	38	38	90
sp|Q489T8.1|RL9_COLP3,AAZ26192.1,WP_011041279.1	RecName: Full=Large ribosomal subunit protein bL9; AltName: Full=50S ribosomal protein L9,ribosomal protein L9 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L9 [Colwellia]	0.900	171	0.005	19	19	91
WP_011044631.1,AAZ26210.1	MULTISPECIES: energy-dependent translational throttle protein EttA [Colwellia],ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.767	170	0.001	44	44	92
sp|Q488Z9.1|RS8_COLP3,WP_011041465.1,AAZ28152.1	RecName: Full=Small ribosomal subunit protein uS8; AltName: Full=30S ribosomal protein S8,MULTISPECIES: 30S ribosomal protein S8 [Colwellia],ribosomal protein S8 [Colwellia psychrerythraea 34H]	0.767	170	0.006	21	21	93
WP_011043799.1,AAZ27896.1	phosphoenolpyruvate synthase [Colwellia psychrerythraea],phosphoenolpyruvate synthase [Colwellia psychrerythraea 34H]	0.517	169	9.29e-4	46	46	94
WP_041737140.1	M3 family metallopeptidase [Colwellia psychrerythraea]	0.571	169	0.001	39	39	95
AAZ24659.1	peptidyl-dipeptidase Dcp [Colwellia psychrerythraea 34H]	0.559	169	9.90e-4	39	39	95
AAZ24998.1,WP_011043600.1	asparagine synthase (glutamine-hydrolyzing) [Colwellia psychrerythraea 34H],MULTISPECIES: asparagine synthase B [Colwellia]	0.686	168	0.001	36	36	96
AAZ27833.1,WP_011043021.1	transcription termination factor NusA [Colwellia psychrerythraea 34H],MULTISPECIES: transcription termination factor NusA [Colwellia]	0.513	167	0.001	34	34	97
AAZ27573.1,WP_011044556.1,CBN69246.1,CBN70854.1	3-oxoacyl-(acyl-carrier-protein) synthase I [Colwellia psychrerythraea 34H],MULTISPECIES: beta-ketoacyl-ACP synthase I [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.826	165	0.002	34	34	98
gi|21961227|gb|AAH34535.1|	(CONTAMINANT) Keratin 6B [Homo sapiens]	0.516	165	0.001	39	2	99
WP_011044648.1,CAY02996.1,AAZ25840.1,sp|Q47XA8.1|KAD_COLP3	MULTISPECIES: adenylate kinase [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H],adenylate kinase [Colwellia psychrerythraea 34H],RecName: Full=Adenylate kinase; Short=AK; AltName: Full=ATP-AMP transphosphorylase; AltName: Full=ATP:AMP phosphotransferase; AltName: Full=Adenylate monophosphate kinase	0.935	163	0.003	28	28	100
WP_011044818.1,sp|Q47WT5.1|SYK_COLP3,AAZ26689.1	MULTISPECIES: lysine--tRNA ligase [Colwellia],RecName: Full=Lysine--tRNA ligase; AltName: Full=Lysyl-tRNA synthetase; Short=LysRS,lysyl-tRNA synthetase [Colwellia psychrerythraea 34H]	0.674	163	0.001	43	43	101
AAZ24276.1,WP_011041723.1,sp|Q487Z2.1|RS10_COLP3	ribosomal protein S10 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S10 [Colwellia],RecName: Full=Small ribosomal subunit protein uS10; AltName: Full=30S ribosomal protein S10	0.689	162	0.007	24	24	102
AAZ26513.1,sp|Q488Q1.1|FABV_COLP3,WP_011041563.1	hypothetical protein CPS_0713 [Colwellia psychrerythraea 34H],RecName: Full=Enoyl-[acyl-carrier-protein] reductase [NADH]; Short=ENR,enoyl-ACP reductase FabV [Colwellia psychrerythraea]	0.813	162	0.002	32	32	103
gi|15559584|gb|AAH14152.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.521	162	0.001	39	1	104
AAZ25755.1,WP_011042069.1	isocitrate lyase [Colwellia psychrerythraea 34H],MULTISPECIES: isocitrate lyase [Colwellia]	0.776	160	0.001	41	41	105
AAZ28281.1,WP_011043142.1	ribonucleoside-diphosphate reductase, alpha subunit [Colwellia psychrerythraea 34H],class 1a ribonucleoside-diphosphate reductase subunit alpha [Colwellia psychrerythraea]	0.590	160	9.25e-4	41	41	106
